Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
52.0,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,17099.0,13829,2,No,15,3,2,1,26,2,2,9,8,7,8
58.0,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,2690.5,26227,4,No,24,4,1,0,7,4,3,1,0,0,0
41.0,No,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,16693.5,13938,6,No,13,3,3,1,22,3,4,17,13,15,2
30.0,No,Travel_Rarely,231,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,7264.0,9977,5,No,11,3,1,1,10,2,4,8,4,7,7
38.0,No,Non-Travel,152,Sales,10,3,Technical Degree,3,Female,85,3,2,Sales Executive,4,Single,6272.0,19899,1,Yes,13,3,2,0,6,1,3,5,3,1,3
35.0,No,Travel_Rarely,882,Sales,3,4,Life Sciences,4,Male,92,3,3,Sales Executive,4,Divorced,7823.0,6812,6,No,13,3,2,1,12,2,3,10,9,0,8
39.0,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,7880.0,2560,0,No,18,3,4,0,9,3,3,8,7,0,7
40.0,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,13194.0,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0
47.0,No,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067.0,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7
36.0,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079.0,25952,4,No,13,3,4,2,12,3,3,7,7,0,7
31.0,Yes,Non-Travel,335,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,2321.0,10322,0,Yes,22,4,1,0,4,0,3,3,2,1,2
33.0,No,Non-Travel,722,Sales,17,3,Life Sciences,4,Male,38,3,4,Manager,3,Single,17444.0,20489,1,No,11,3,4,0,10,2,3,10,8,6,0
29.0,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404.0,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0
33.0,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,2,Female,53,3,1,Research Scientist,4,Single,3452.0,17241,3,No,18,3,1,0,5,4,3,3,2,0,2
45.0,No,Travel_Rarely,974,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270.0,11005,3,No,14,3,4,2,8,2,3,5,3,0,2
50.0,No,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399.0,6615,9,No,22,4,3,1,32,1,2,5,4,1,3
33.0,No,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488.0,20161,1,Yes,13,3,1,1,6,2,3,6,5,1,2
41.0,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,Male,64,3,5,Research Director,3,Divorced,19419.0,3735,2,No,17,3,2,1,21,2,4,18,16,0,11
27.0,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811.0,12086,9,No,14,3,2,1,4,2,3,2,2,2,2
45.0,No,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633.0,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8
47.0,No,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163.0,8571,1,Yes,17,3,3,0,9,0,3,9,0,0,7
30.0,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132.0,11539,4,Yes,11,3,2,0,7,2,3,5,2,0,1
50.0,,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973.0,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5
38.0,No,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684.0,12127,0,No,17,3,2,1,3,0,2,2,1,0,2
46.0,No,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10648.0,24208,6,No,13,3,2,1,13,3,3,8,7,0,7
24.0,No,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377.0,24117,1,No,15,3,2,2,5,6,3,4,2,3,2
35.0,Yes,Travel_Rarely,622,Research & Development,14,4,Other,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743.0,10074,1,Yes,24,4,4,1,5,2,1,4,2,0,2
31.0,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148.0,11275,1,No,12,3,3,1,4,1,3,4,3,0,3
18.0,No,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051.0,13493,1,No,15,3,4,0,0,2,3,0,0,0,0
54.0,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739.0,13943,8,No,11,3,3,1,22,2,3,10,7,0,8
35.0,No,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388.0,6975,1,Yes,11,3,3,1,16,3,2,16,10,10,1
30.0,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416.0,17802,0,Yes,12,3,3,3,9,4,2,8,7,1,7
20.0,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600.0,18275,1,Yes,15,3,1,0,1,2,3,1,0,0,0
30.0,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422.0,25725,0,No,17,3,1,0,4,3,3,3,2,1,2
26.0,No,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472.0,3334,1,No,12,3,2,0,8,2,3,8,7,1,3
22.0,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451.0,6881,1,No,15,3,1,1,4,3,2,4,3,1,1
48.0,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,5562.0,13119,2,No,13,3,4,0,19,0,3,2,2,2,2
48.0,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999.0,22245,7,No,14,3,2,0,27,3,3,15,11,4,8
41.0,No,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003.0,23371,6,No,14,3,2,0,8,6,3,2,2,2,1
39.0,,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742.0,7060,1,No,16,3,3,1,21,3,3,21,6,11,8
27.0,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227.0,4658,0,No,18,3,2,1,4,2,3,3,2,2,2
35.0,No,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917.0,9541,1,No,20,4,1,1,3,4,2,3,2,1,2
42.0,No,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303.0,7770,6,No,13,3,2,0,21,3,4,1,0,0,0
50.0,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380.0,20165,4,No,18,3,2,0,8,5,3,1,0,0,0
59.0,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726.0,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3
37.0,,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777.0,14382,5,No,15,3,1,0,15,2,1,1,0,0,0
55.0,No,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385.0,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7
41.0,No,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973.0,20284,1,No,22,4,2,2,21,3,3,21,16,5,10
38.0,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6249.0,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0
26.0,Yes,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,6502.0,21813,8,No,18,3,4,0,7,6,3,2,2,2,2
52.0,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845.0,25846,1,No,15,3,4,1,33,3,3,32,14,6,9
44.0,No,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320.0,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11
50.0,No,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347.0,24920,0,No,12,3,1,1,19,3,3,18,7,0,13
36.0,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743.0,8269,1,No,16,3,3,0,18,1,3,17,13,15,14
39.0,,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880.0,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8
33.0,No,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2591.0,21437,0,No,19,3,4,0,3,2,2,2,2,2,2
45.0,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650.0,5404,3,No,13,3,2,1,26,4,4,9,3,1,1
32.0,,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025.0,11135,9,No,12,3,2,0,10,2,3,8,7,7,7
34.0,No,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725.0,12278,0,No,11,3,4,1,16,2,2,15,1,0,9
59.0,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904.0,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4
45.0,No,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177.0,8318,1,No,16,3,1,0,6,3,3,6,3,0,4
53.0,No,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525.0,23537,2,No,12,3,1,1,30,2,3,15,7,6,12
36.0,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834.0,7858,7,No,14,3,2,1,9,3,2,1,0,0,0
26.0,,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2782.0,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2
34.0,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220.0,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0
28.0,No,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,2364.5,23384,1,No,22,4,2,0,1,5,3,1,0,0,0
38.0,,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821.0,2997,3,No,16,3,1,1,8,2,3,2,2,2,2
50.0,No,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237.0,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7
37.0,No,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4383.0,13848,3,No,15,3,1,0,8,3,2,4,3,0,1
40.0,No,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396.0,22217,1,No,14,3,2,1,8,3,2,7,7,7,5
26.0,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007.0,25265,1,No,13,3,3,2,5,5,3,5,3,1,3
46.0,No,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627.0,21445,9,No,17,3,4,2,23,0,3,2,2,2,2
54.0,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686.0,8392,6,No,11,3,2,1,13,4,3,9,4,7,0
56.0,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942.0,12154,2,No,19,3,2,1,18,4,3,5,4,0,3
35.0,No,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858.0,15669,0,No,11,3,2,0,15,2,2,14,8,7,8
55.0,,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756.0,17323,7,No,15,3,2,0,31,3,4,9,7,6,2
43.0,No,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798.0,5268,5,No,13,3,3,1,18,5,3,1,0,0,0
20.0,Yes,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323.0,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2
21.0,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416.0,17258,1,No,13,3,1,0,1,6,2,1,0,1,0
46.0,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615.0,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7
51.0,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461.0,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7
28.0,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722.0,12355,1,No,12,3,1,0,10,2,2,10,7,1,9
26.0,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955.0,11141,1,No,16,3,1,2,6,2,3,5,3,1,3
30.0,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,5258.0,9096,0,No,15,3,3,1,7,1,2,6,2,0,2
41.0,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376.0,18863,1,No,13,3,3,0,10,3,3,10,6,0,8
38.0,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,10717.0,24608,0,No,18,3,1,1,20,4,2,19,9,1,9
44.0,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322.0,26542,4,No,20,4,4,1,14,6,3,11,10,11,1
27.0,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621.0,5869,1,No,19,3,4,3,3,4,3,3,2,1,2
55.0,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976.0,15813,3,No,18,3,2,1,23,4,3,3,2,1,2
28.0,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660.0,7909,3,No,13,3,4,0,10,4,4,8,7,1,7
44.0,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482.0,2326,9,No,14,3,4,1,24,1,3,20,6,3,6
33.0,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119.0,21214,4,No,15,3,3,1,9,2,3,3,2,1,2
35.0,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582.0,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7
33.0,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508.0,3129,1,No,22,4,2,0,14,4,3,13,7,3,8
28.0,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207.0,22482,1,No,16,3,4,1,4,5,2,4,2,2,2
42.0,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756.0,22266,0,No,17,3,3,0,7,1,2,6,2,0,4
37.0,,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694.0,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0
25.0,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691.0,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6
26.0,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377.0,19373,1,No,20,4,3,1,1,0,2,1,1,0,0
33.0,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313.0,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2
42.0,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665.0,14399,0,No,17,3,4,1,23,3,3,22,6,13,7
28.0,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596.0,7160,1,No,15,3,1,2,1,2,3,1,0,0,0
50.0,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728.0,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0
33.0,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302.0,13401,0,No,17,3,3,1,4,3,3,3,2,0,2
34.0,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979.0,22478,3,No,17,3,4,3,6,2,3,0,0,0,0
48.0,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885.0,16154,2,No,22,4,3,0,27,3,2,5,4,2,1
45.0,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593.0,17970,1,No,13,3,4,1,15,2,3,15,10,4,12
44.0,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445.0,15322,7,No,19,3,4,0,18,4,3,8,6,4,0
38.0,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740.0,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7
29.0,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514.0,26968,4,No,22,4,1,1,11,1,3,7,5,1,7
28.0,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655.0,8039,0,No,17,3,2,3,10,3,2,9,7,1,7
46.0,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465.0,15596,3,No,12,3,4,1,23,3,3,12,9,4,9
38.0,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,8270.5,20619,7,No,16,3,3,0,10,2,3,1,0,0,0
43.0,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820.0,11535,8,No,11,3,3,1,18,1,3,8,7,0,1
39.0,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169.0,13547,7,No,11,3,4,3,21,4,3,18,7,11,5
40.0,No,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626.0,17544,1,No,14,3,1,0,21,2,4,20,7,4,9
21.0,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070.0,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2
39.0,No,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782.0,8770,9,No,15,3,3,0,9,2,2,5,4,0,3
36.0,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779.0,23238,2,No,20,4,1,0,18,0,3,11,9,0,9
31.0,No,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791.0,21981,0,No,12,3,1,1,3,4,3,2,2,2,2
28.0,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201.0,19911,0,No,17,3,1,0,6,2,1,5,3,0,4
35.0,No,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968.0,18500,1,No,11,3,4,1,5,3,3,5,2,0,2
49.0,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120.0,11879,6,No,17,3,2,1,22,3,3,9,8,2,3
34.0,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033.0,15834,2,No,11,3,4,0,5,3,2,3,2,0,2
29.0,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291.0,17940,0,No,14,3,4,2,8,2,2,7,5,1,1
42.0,No,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272.0,9558,4,No,19,3,1,0,16,3,3,1,0,0,0
29.0,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5274.5,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2
38.0,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844.0,6004,1,No,13,3,4,1,7,2,4,7,6,5,0
28.0,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703.0,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2
18.0,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904.0,13556,1,No,12,3,4,0,0,0,3,0,0,0,0
33.0,,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224.0,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3
41.0,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,3196.0,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0
31.0,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610.0,6233,1,No,12,3,3,1,2,5,2,2,2,2,2
37.0,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731.0,17171,7,No,13,3,3,2,9,2,3,6,2,1,3
27.0,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539.0,7950,1,No,13,3,3,1,4,0,3,4,2,2,2
32.5,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714.0,5829,1,No,20,4,1,0,6,3,2,6,5,1,3
35.0,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323.0,7108,1,No,17,3,2,0,6,2,1,5,4,1,4
29.0,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336.0,11162,1,No,13,3,1,1,11,3,1,11,8,3,10
40.0,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499.0,13782,9,No,17,3,3,0,20,3,2,18,7,2,13
42.0,,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758.0,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14
42.0,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155.0,2253,7,No,13,3,4,0,9,3,4,6,4,1,5
35.0,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258.0,16340,6,No,12,3,2,1,10,2,3,8,0,1,7
24.0,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597.0,6409,8,No,22,4,4,0,6,2,3,4,3,1,2
28.0,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515.0,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0
26.0,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420.0,13421,1,No,22,4,2,1,8,2,3,8,7,0,7
30.0,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578.0,2706,1,No,18,3,1,1,10,3,3,10,3,1,4
40.0,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422.0,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0
35.0,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274.0,19588,2,No,18,3,2,1,15,2,4,7,7,6,4
34.0,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,6687.0,25755,0,No,20,4,3,0,14,3,3,13,9,4,9
35.0,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376.0,26537,1,No,13,3,2,1,2,2,4,2,2,2,2
43.0,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346.0,9489,8,No,13,3,2,0,7,2,2,4,3,1,3
